,fecha_evento,tiempo_cmt,region,lat_cmt,lon_cmt,depth_cmt,id_evento,exp_cmt,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,Err,Ett,Epp,Ert,Erp,Etp,momento_sismico,strike_1,dip_1,rake_1,strike_2,dip_2,rake_2,Mw_cmt
96,2018/04/24,02:29:53.7,NEAR COAST OF NICARAGUA ,12.52,-87.75,47.0,C201804240229A,24,2.780,-2.070,-0.707,0.107,-0.330,1.630,0.050,0.035,0.045,0.025,0.034,0.028,2.990,299,43,83,129,48,97.0,5.6
97,2018/04/24,08:53:21.7,"HOKKAIDO, JAPAN REGION  ",43.36,145.74,79.9,C201804240853A,24,-1.440,1.440,-0.001,2.120,0.867,1.200,0.056,0.059,0.067,0.037,0.045,0.054,2.906,48,20,-109,248,71,-83.0,5.6
98,2018/04/24,21:57:00.0,SOUTH OF FIJI ISLANDS   ,-23.92,179.83,530.0,B201804242157A,24,-1.810,-0.391,2.200,-0.147,-2.070,-0.842,0.077,0.138,0.133,0.138,0.127,0.112,3.001,142,27,-125,0,68,-74.0,5.6
99,2018/04/26,16:55:58.2,NEAR NORTH COAST OF IRIA,-1.87,139.79,6.5,C201804261655A,24,1.700,-1.140,-0.560,0.030,-0.563,1.450,0.031,0.027,0.030,0.049,0.058,0.024,2.119,291,43,62,146,53,113.0,5.5
100,2018/04/29,22:23:06.5,SOUTHWEST INDIAN RIDGE  ,-39.26,46.10,10.0,C201804292223A,24,-1.130,1.990,-0.865,-0.471,-0.288,8.660,0.085,0.079,0.095,0.169,0.191,0.085,8.792,185,87,178,275,88,3.0,5.9
101,2018/04/30,18:24:53.0,VANUATU ISLANDS         ,-15.95,168.38,266.0,C201804301824A,24,3.270,-3.540,0.272,-1.820,-3.850,5.160,0.040,0.046,0.049,0.045,0.044,0.043,7.493,269,57,30,161,65,143.0,5.8
102,2018/05/01,12:45:31.1,FIJI ISLANDS            ,-16.70,177.30,8.8,C201805011245A,24,-0.098,0.040,0.058,0.713,-0.153,3.390,0.055,0.052,0.055,0.145,0.148,0.049,3.469,0,78,-177,270,87,-12.0,5.6
103,2018/05/01,17:15:37.9,PACIFIC-ANTARCTIC RIDGE ,-56.73,-142.01,10.0,C201805011715A,25,-0.023,0.823,-0.800,0.074,0.008,0.614,0.006,0.007,0.006,0.012,0.012,0.006,1.020,26,87,178,117,88,3.0,5.9
104,2018/05/01,19:47:53.4,FIJI ISLANDS REGION     ,-17.98,-177.97,578.5,C201805011947A,24,-4.860,2.810,2.050,-0.393,-6.670,3.730,0.064,0.095,0.101,0.099,0.094,0.092,8.709,253,30,-38,17,72,-115.0,5.9
105,2018/05/02,00:17:13.0,EASTER ISLAND REGION    ,-24.26,-111.82,10.0,C201805020017A,24,-0.055,-1.670,1.720,-0.122,0.112,0.842,0.023,0.022,0.026,0.053,0.059,0.022,1.900,58,85,-2,148,88,-175.0,5.5
106,2018/05/02,06:32:48.9,EASTER ISLAND REGION    ,-24.26,-111.65,10.0,C201805020631A,25,-0.058,-1.060,1.120,0.036,0.029,0.733,0.009,0.009,0.010,0.020,0.022,0.008,1.314,332,88,180,62,90,2.0,6.0
107,2018/05/04,22:32:55.8,HAWAII                  ,19.37,-155.03,5.0,C201805042232A,26,1.530,-0.898,-0.637,1.030,1.970,-0.786,0.005,0.005,0.005,0.016,0.016,0.004,2.706,245,20,121,32,73,80.0,6.9
108,2018/05/05,06:19:04.6,"LUZON, PHILIPPINES      ",14.50,123.93,17.9,C201805050619A,25,1.560,-0.217,-1.340,-0.615,2.340,0.587,0.014,0.009,0.012,0.019,0.036,0.008,2.887,150,17,76,344,74,94.0,6.2
109,2018/05/06,05:10:01.9,SOUTHERN EAST PACIFIC RI,-34.72,-107.67,10.0,C201805060510A,24,-0.212,-0.515,0.727,0.002,-0.483,-1.630,0.025,0.022,0.026,0.039,0.050,0.023,1.808,100,75,-180,10,90,-15.0,5.4
110,2018/05/06,19:02:22.6,EL SALVADOR             ,13.10,-88.10,10.0,C201805061902A,24,-0.420,-0.179,0.598,-0.105,0.327,-1.970,0.027,0.022,0.030,0.040,0.048,0.024,2.033,275,81,179,6,89,9.0,5.5
111,2018/05/07,08:08:20.0,VANUATU ISLANDS REGION  ,-20.82,172.27,10.0,C201805070808A,24,-0.472,0.669,-0.198,0.370,0.204,3.290,0.047,0.047,0.045,0.127,0.123,0.04,3.341,4,84,177,94,87,6.0,5.6
112,2018/05/08,08:14:12.4,GULF OF ALASKA          ,56.36,-148.46,10.0,C201805080814A,24,0.997,-1.810,0.817,-0.425,-0.962,2.240,0.036,0.034,0.031,0.058,0.058,0.025,2.914,259,67,22,160,70,156.0,5.6
113,2018/05/09,07:57:55.2,"NEW BRITAIN REGION, P.N.",-5.89,151.80,10.0,C201805090757A,25,0.881,-0.949,0.068,1.270,0.545,-0.186,0.008,0.007,0.006,0.031,0.022,0.005,1.668,273,18,113,69,73,83.0,6.1
114,2018/05/09,10:41:45.8,AFGHANISTAN-TAJIKISTAN B,36.99,71.37,111.9,C201805091041A,25,2.530,-3.590,1.050,-1.250,-1.850,-0.780,0.023,0.024,0.026,0.020,0.019,0.024,3.967,110,40,139,233,65,58.0,6.3
115,2018/05/10,11:56:56.8,"LEYTE, PHILIPPINES      ",10.17,125.44,10.0,C201805101156A,24,-1.580,1.920,-0.348,1.580,-0.513,3.340,0.045,0.039,0.043,0.072,0.077,0.031,4.068,14,59,-161,273,74,-33.0,5.7
116,2018/05/10,18:02:29.4,"MINDANAO, PHILIPPINES   ",6.88,123.81,546.1,C201805101802A,24,-3.530,-1.210,4.750,2.280,-6.010,3.610,0.062,0.091,0.099,0.092,0.087,0.089,8.519,239,35,-26,351,75,-122.0,5.9
117,2018/05/13,05:50:33.9,TONGA ISLANDS           ,-21.16,-173.87,10.0,C201805130550A,24,2.680,-0.391,-2.290,0.626,1.130,-1.340,0.075,0.058,0.056,0.134,0.117,0.048,3.112,206,33,89,28,57,91.0,5.6
118,2018/05/14,18:14:47.9,SOUTH SANDWICH ISLANDS R,-55.98,-27.10,10.0,C201805141814A,24,1.430,-0.391,-1.040,0.015,1.030,1.110,0.032,0.030,0.027,0.048,0.048,0.022,1.976,120,37,52,344,62,115.0,5.5
119,2018/05/15,15:48:10.0,NORTHWEST OF MADAGASCAR ,-12.78,45.59,17.0,C201805151548A,24,-1.370,3.010,-1.640,-2.780,-0.640,-7.070,0.072,0.066,0.073,0.101,0.098,0.057,8.015,350,68,-6,82,84,-158.0,5.9
120,2018/05/16,02:12:17.1,"IRIAN JAYA, INDONESIA   ",-3.79,138.60,88.2,C201805160212A,24,-0.246,-2.850,3.100,-1.360,0.257,0.194,0.035,0.038,0.043,0.027,0.031,0.037,3.282,44,71,-14,139,77,-160.0,5.6
121,2018/05/16,17:22:13.4,SOUTH OF KERMADEC ISLAND,-33.92,-179.54,10.0,C201805161722A,25,0.704,0.084,-0.787,0.031,0.345,-0.262,0.007,0.006,0.006,0.007,0.007,0.005,0.856,202,34,100,10,57,84.0,5.9
122,2018/05/17,04:15:52.0,HAWAII                  ,19.00,-155.00,10.0,C201805170415A,23,-3.170,1.660,1.520,1.060,0.079,1.180,0.064,0.071,0.066,0.283,0.263,0.058,3.143,38,38,-106,237,54,-78.0,4.9
123,2018/05/17,14:04:32.0,HAWAII                  ,19.50,-155.50,10.0,C201805171404A,23,-3.030,1.470,1.560,0.026,-0.513,1.250,0.070,0.077,0.071,0.299,0.278,0.059,2.940,230,42,-81,38,49,-98.0,4.9
124,2018/05/17,18:42:10.3,"HOKKAIDO, JAPAN REGION  ",42.71,145.58,10.0,C201805171842A,24,3.590,-1.970,-1.620,2.150,3.710,-2.910,0.051,0.038,0.042,0.065,0.077,0.031,6.000,245,25,120,33,69,77.0,5.8
125,2018/05/17,18:47:09.7,MARIANA ISLANDS         ,13.01,145.35,45.1,C201805171847A,24,1.280,-0.444,-0.836,-0.119,0.677,-1.040,0.071,0.039,0.044,0.081,0.082,0.026,1.672,243,42,127,18,58,62.0,5.4
126,2018/05/17,21:43:10.5,SOUTH OF KERMADEC ISLAND,-32.08,-179.98,238.4,C201805172143A,24,1.680,0.275,-1.960,-4.410,2.030,1.640,0.047,0.076,0.072,0.060,0.062,0.067,5.443,184,22,154,299,81,70.0,5.8
127,2018/05/18,01:45:31.5,SOUTH OF KERMADEC ISLAND,-34.55,-178.42,10.6,C201805180145A,25,-1.390,-0.377,1.760,-0.280,-0.347,0.187,0.010,0.008,0.009,0.018,0.017,0.007,1.654,172,40,-110,17,53,-74.0,6.1
128,2018/05/18,12:43:54.5,SOUTH OF PANAMA         ,4.03,-82.51,10.0,C201805181243A,24,0.079,-0.225,0.146,-0.074,0.480,2.090,0.025,0.020,0.028,0.053,0.069,0.024,2.153,87,77,-1,177,89,-167.0,5.5
129,2018/05/19,09:58:48.0,HAWAII                  ,19.00,-155.00,10.0,C201805190958A,23,-4.030,2.290,1.740,1.350,-0.334,1.500,0.075,0.083,0.078,0.317,0.296,0.067,4.004,39,40,-110,244,53,-74.0,5.0
130,2018/05/20,00:42:14.6,TONGA ISLANDS           ,-21.02,-173.84,10.0,C201805200042A,24,3.270,-0.129,-3.140,0.901,2.180,-1.210,0.041,0.030,0.033,0.076,0.078,0.022,4.153,197,28,86,21,62,92.0,5.7
131,2018/05/20,01:58:13.3,HAWAII                  ,19.41,-155.28,0.0,C201805200158A,23,-2.490,1.540,0.958,1.400,0.276,0.879,0.207,0.134,0.128,0.292,0.279,0.079,2.725,46,31,-107,246,60,-80.0,4.9
132,2018/05/20,08:01:27.1,NORTHWEST OF MADAGASCAR ,-12.78,45.63,10.0,C201805200801A,24,-0.113,0.801,-0.688,-1.180,-0.098,-1.300,0.026,0.027,0.025,0.048,0.034,0.021,1.900,346,52,0,77,90,-142.0,5.5
133,2018/05/20,21:50:07.3,HAWAII                  ,19.41,-155.28,0.0,C201805202150B,23,-2.070,1.000,1.070,0.875,0.798,0.664,0.061,0.077,0.073,0.370,0.405,0.05,2.226,42,29,-93,226,61,-88.0,4.8
134,2018/05/21,00:47:13.9,NORTHWEST OF MADAGASCAR ,-12.88,45.68,10.0,C201805210047A,24,0.029,0.548,-0.578,-1.390,-0.041,-1.980,0.042,0.034,0.038,0.053,0.045,0.028,2.482,353,56,2,262,88,146.0,5.5
135,2018/05/21,10:55:44.0,HAWAII                  ,19.25,-155.25,10.0,C201805211055A,23,-2.610,1.230,1.380,0.453,0.716,0.776,0.060,0.072,0.065,0.312,0.231,0.052,2.495,44,35,-86,219,55,-93.0,4.9
136,2018/05/22,00:26:07.3,SOUTH OF MARIANA ISLANDS,12.97,145.38,15.6,C201805220026A,24,2.290,-0.343,-1.940,0.792,2.610,-2.420,0.041,0.033,0.037,0.087,0.126,0.031,4.117,242,29,131,18,68,70.0,5.7
137,2018/05/22,03:51:28.0,HAWAII                  ,19.00,-155.00,10.0,C201805220351A,23,-2.700,1.480,1.230,1.230,0.766,0.898,0.068,0.077,0.071,0.294,0.289,0.061,2.872,46,30,-96,233,60,-86.0,4.9
138,2018/05/23,01:37:48.7,NEAR EAST COAST OF KAMCH,55.27,161.92,58.8,C201805230137A,24,3.880,-0.476,-3.410,1.550,1.640,-2.190,0.046,0.037,0.041,0.043,0.045,0.031,4.802,198,32,75,36,59,99.0,5.7
139,2018/05/23,05:44:43.9,CENTRAL MID-ATLANTIC RID,7.40,-36.21,10.0,C201805230544A,24,-0.718,0.223,0.495,-0.321,0.226,-4.190,0.045,0.044,0.043,0.113,0.108,0.041,4.207,1,86,2,271,88,176.0,5.7
140,2018/05/23,07:59:12.0,HAWAII                  ,19.25,-154.75,10.0,C201805230759A,23,-2.740,1.630,1.110,0.460,-0.443,0.697,0.166,0.109,0.101,0.277,0.293,0.063,2.487,46,44,-105,246,47,-76.0,4.9
141,2018/05/24,04:44:08.0,HAWAII                  ,18.75,-155.25,10.0,C201805240444A,23,-2.750,1.520,1.240,1.530,0.999,0.841,0.075,0.090,0.084,0.372,0.345,0.068,3.088,48,27,-95,234,63,-87.0,4.9
142,2018/05/24,15:04:12.9,SOUTHEAST INDIAN RIDGE  ,-45.10,95.86,10.0,C201805241504A,24,-0.235,1.120,-0.888,-0.200,-0.013,-0.549,0.019,0.020,0.019,0.041,0.041,0.016,1.159,330,82,2,239,88,172.0,5.3
143,2018/05/24,23:11:47.1,CENTRAL MID-ATLANTIC RID,0.79,-29.53,10.0,C201805242311A,24,-0.326,0.762,-0.436,-0.443,0.477,-3.440,0.040,0.038,0.039,0.085,0.088,0.037,3.544,265,83,175,355,85,7.0,5.6
144,2018/05/26,02:16:16.0,HAWAII                  ,19.50,-155.50,10.0,C201805260216A,23,-3.070,1.520,1.560,1.230,-0.744,1.180,0.070,0.073,0.074,0.275,0.275,0.064,3.163,27,45,-118,244,52,-65.0,4.9
145,2018/05/26,10:44:48.0,HAWAII                  ,18.75,-155.25,10.0,C201805261044A,23,-1.500,0.902,0.596,-0.519,-0.347,0.155,0.068,0.071,0.071,0.372,0.347,0.068,1.381,248,32,-86,62,58,-93.0,4.7
146,2018/05/29,11:56:11.0,HAWAII                  ,19.41,-155.28,1.1,C201805291156A,23,-7.090,3.700,3.390,2.340,-0.628,3.000,0.086,0.088,0.086,0.265,0.263,0.074,7.195,34,41,-111,241,52,-72.0,5.2
147,2018/05/30,20:53:51.7,HAWAII                  ,19.41,-155.30,1.0,C201805302053A,24,-0.905,0.504,0.401,0.267,-0.102,0.350,0.011,0.012,0.012,0.033,0.033,0.01,0.896,37,42,-110,243,51,-73.0,5.2
148,2018/06/01,04:52:30.9,SOUTH OF KERMADEC ISLAND,-33.06,-179.40,10.0,C201806010452A,24,0.919,-2.840,1.920,-0.286,-0.752,2.600,0.041,0.040,0.040,0.061,0.066,0.036,3.659,250,77,13,157,77,166.0,5.6
149,2018/06/01,23:37:15.1,HAWAII                  ,19.40,-155.28,0.4,C201806012337A,24,-1.290,0.690,0.601,0.345,-0.127,0.456,0.014,0.014,0.014,0.043,0.045,0.012,1.243,37,42,-108,240,50,-75.0,5.3
150,2018/06/02,09:48:08.4,EAST OF KURIL ISLANDS   ,43.95,148.04,10.0,C201806020948A,24,0.940,0.571,-1.510,-1.520,-0.870,0.925,0.021,0.017,0.021,0.065,0.056,0.015,2.287,306,53,30,197,67,139.0,5.5
151,2018/06/02,11:53:06.8,SAMOA ISLANDS REGION    ,-14.78,-173.11,49.8,C201806021153A,24,0.746,3.550,-4.300,1.770,5.370,4.050,0.038,0.038,0.037,0.103,0.099,0.032,7.998,113,45,4,19,87,134.0,5.9
152,2018/06/02,16:29:01.8,"TALAUD ISLANDS, INDONESI",4.57,126.69,40.9,C201806021629A,24,3.130,1.660,-4.790,-1.250,1.860,-3.060,0.051,0.042,0.048,0.098,0.103,0.039,5.564,237,51,147,349,65,43.0,5.8
153,2018/06/03,00:48:09.1,TONGA ISLANDS           ,-19.40,-173.68,10.0,C201806030048A,24,3.880,0.059,-3.940,1.190,1.810,-1.380,0.044,0.034,0.034,0.067,0.059,0.026,4.665,188,32,75,25,59,99.0,5.7
154,2018/06/04,01:50:48.5,HAWAII                  ,19.41,-155.28,-1.1,C201806040150A,24,-1.250,0.629,0.625,0.601,-0.132,0.470,0.012,0.013,0.013,0.038,0.039,0.011,1.304,31,39,-117,244,56,-70.0,5.3
155,2018/06/05,14:32:27.6,HAWAII                  ,19.40,-155.29,1.5,C201806051432A,24,-1.330,0.706,0.629,0.141,-0.235,0.448,0.013,0.014,0.014,0.042,0.042,0.012,1.247,237,44,-76,38,47,-103.0,5.3
156,2018/06/06,18:51:34.6,SOUTH SANDWICH ISLANDS R,-58.38,-25.74,31.0,C201806061851A,24,3.240,0.486,-3.720,-0.366,0.818,0.199,0.046,0.038,0.035,0.037,0.041,0.032,3.602,184,39,100,351,52,82.0,5.6
157,2018/06/07,02:06:38.7,HAWAII                  ,19.41,-155.28,0.6,C201806070206A,24,-1.510,0.706,0.807,0.649,-0.243,0.564,0.017,0.019,0.019,0.057,0.053,0.015,1.547,27,42,-117,242,53,-67.0,5.4
158,2018/06/08,12:44:34.1,HAWAII                  ,19.41,-155.28,1.0,C201806081244A,23,-6.870,3.650,3.220,2.420,-1.510,2.580,0.085,0.090,0.086,0.306,0.289,0.073,6.931,32,44,-116,245,51,-67.0,5.2
159,2018/06/09,14:48:18.1,HAWAII                  ,19.41,-155.28,0.5,C201806091448A,24,-0.879,0.475,0.404,0.335,-0.270,0.326,0.010,0.011,0.010,0.032,0.032,0.009,0.905,30,46,-119,248,51,-64.0,5.2
160,2018/06/10,10:51:02.0,HAWAII                  ,19.41,-155.28,1.0,C201806101051A,24,-0.934,0.517,0.417,0.440,-0.146,0.336,0.011,0.012,0.011,0.036,0.036,0.01,0.968,35,39,-118,249,56,-69.0,5.3
161,2018/06/11,14:43:54.4,HAWAII                  ,19.41,-155.28,0.5,C201806111443A,24,-1.010,0.554,0.460,0.350,-0.097,0.385,0.012,0.013,0.013,0.038,0.038,0.011,1.011,36,41,-111,243,53,-73.0,5.3
162,2018/06/12,11:52:51.2,HAWAII                  ,19.41,-155.28,0.8,C201806121152A,24,-1.050,0.572,0.476,0.245,-0.197,0.354,0.011,0.011,0.011,0.035,0.036,0.01,1.004,36,45,-109,242,48,-72.0,5.3
163,2018/06/12,23:08:28.1,"SOUTHWEST OF SUMATRA, IN",-2.10,98.52,10.0,C201806122308A,24,3.830,-2.250,-1.580,4.850,-5.270,2.100,0.057,0.051,0.054,0.156,0.158,0.044,8.173,304,15,78,137,76,93.0,5.9
164,2018/06/13,06:59:01.5,"SOUTHERN SUMATRA, INDONE",-1.91,98.66,10.0,C201806130659A,24,1.080,-0.571,-0.510,1.520,-1.580,0.676,0.019,0.016,0.019,0.047,0.047,0.014,2.475,311,14,85,136,76,91.0,5.5
165,2018/06/13,13:39:37.6,HAWAII                  ,19.41,-155.28,0.3,C201806131339A,24,-1.120,0.575,0.542,0.405,-0.254,0.361,0.014,0.015,0.014,0.046,0.047,0.012,1.100,31,44,-115,244,51,-68.0,5.3
166,2018/06/14,06:27:39.2,OFF COAST OF SOUTHERN CH,-45.85,-76.31,10.0,C201806140627A,24,-0.305,1.660,-1.360,-0.270,-1.010,-2.990,0.034,0.034,0.038,0.093,0.111,0.03,3.519,78,74,-171,345,81,-16.0,5.6
167,2018/06/14,13:19:37.1,HAWAII                  ,19.41,-155.28,0.5,C201806141319A,24,-1.140,0.616,0.526,0.322,-0.208,0.389,0.012,0.013,0.012,0.038,0.038,0.01,1.104,35,44,-111,243,50,-71.0,5.3
168,2018/06/14,18:12:24.0,CENTRAL MID-ATLANTIC RID,0.75,-25.75,10.0,C201806141812A,24,-0.097,0.377,-0.280,-0.050,0.129,-2.080,0.020,0.022,0.023,0.037,0.039,0.025,2.110,265,86,179,356,89,4.0,5.5
169,2018/06/15,00:57:13.1,NEAR NORTH COAST OF IRIA,-1.97,138.76,10.0,C201806150057A,24,-1.020,-0.465,1.490,-1.220,0.811,2.860,0.032,0.028,0.034,0.102,0.100,0.025,3.472,175,68,-157,76,69,-24.0,5.6
170,2018/06/15,13:18:53.8,TONGA ISLANDS           ,-15.40,-173.00,10.0,C201806151318A,24,-0.776,1.570,-0.791,-0.878,0.762,0.335,0.027,0.029,0.029,0.024,0.022,0.025,1.818,226,43,-155,117,73,-49.0,5.4
171,2018/06/15,21:56:39.9,HAWAII                  ,19.42,-155.28,0.3,C201806152156A,24,-1.070,0.568,0.505,0.357,-0.300,0.375,0.010,0.012,0.012,0.032,0.032,0.009,1.070,31,46,-116,246,50,-66.0,5.3
172,2018/06/16,03:23:32.1,FIJI ISLANDS REGION     ,-16.25,-177.61,10.0,C201806160323A,25,0.064,-1.090,1.020,0.052,0.020,0.624,0.008,0.009,0.008,0.023,0.023,0.007,1.227,330,87,-180,240,90,-3.0,6.0
173,2018/06/16,20:18:17.7,HAWAII                  ,19.41,-155.29,0.2,C201806162018A,24,-1.120,0.591,0.528,0.346,-0.293,0.374,0.011,0.012,0.011,0.034,0.034,0.01,1.099,31,46,-114,245,49,-67.0,5.3
174,2018/06/17,09:46:25.6,"LUZON, PHILIPPINES      ",14.90,119.73,34.3,C201806170946A,24,1.430,0.264,-1.700,-0.483,-1.390,-0.186,0.022,0.016,0.020,0.038,0.047,0.014,2.159,352,25,69,196,67,100.0,5.5
175,2018/06/17,16:26:13.1,HAWAII                  ,19.41,-155.28,0.8,C201806171626A,24,-1.040,0.581,0.460,0.308,-0.196,0.370,0.010,0.010,0.010,0.031,0.032,0.009,1.021,36,44,-112,245,50,-70.0,5.3
176,2018/06/17,22:58:35.8,NEAR S. COAST OF WESTERN,34.83,135.61,15.4,C201806172258A,24,1.720,1.940,-3.660,0.406,-0.464,-0.987,0.032,0.026,0.033,0.075,0.076,0.024,3.147,50,63,157,151,69,29.0,5.6
177,2018/06/18,02:32:56.9,GUATEMALA               ,14.18,-90.67,99.7,C201806180232A,24,-1.090,2.260,-1.170,2.300,-2.840,-1.430,0.043,0.044,0.051,0.028,0.030,0.042,4.352,69,28,-160,322,81,-63.0,5.7
178,2018/06/18,07:09:41.7,EASTER ISLAND REGION    ,-29.93,-111.88,10.0,C201806180709A,24,-0.270,-3.890,4.160,-0.559,0.052,4.190,0.047,0.044,0.047,0.082,0.087,0.043,5.839,158,85,-177,68,87,-5.0,5.8
179,2018/06/18,16:12:48.5,HAWAII                  ,19.41,-155.28,0.4,C201806181612A,24,-1.070,0.606,0.461,0.227,-0.065,0.349,0.011,0.012,0.012,0.039,0.039,0.01,1.004,43,42,-103,240,50,-79.0,5.3
180,2018/06/19,15:05:34.0,HAWAII                  ,19.41,-155.28,0.6,C201806191505A,24,-0.967,0.524,0.443,0.324,-0.136,0.343,0.010,0.011,0.011,0.031,0.030,0.009,0.953,35,42,-112,244,52,-71.0,5.3
181,2018/06/20,14:22:23.5,HAWAII                  ,19.41,-155.29,0.2,C201806201422A,24,-1.040,0.569,0.466,0.228,-0.307,0.364,0.012,0.012,0.012,0.037,0.038,0.01,1.019,244,46,-67,33,48,-112.0,5.3
182,2018/06/20,23:23:30.1,TONGA ISLANDS REGION    ,-22.40,-175.06,36.0,C201806202323A,24,1.700,-0.448,-1.250,0.421,1.310,-0.957,0.029,0.021,0.021,0.042,0.045,0.015,2.263,225,28,109,24,64,80.0,5.5
183,2018/06/21,16:08:02.3,CHILE-ARGENTINA BORDER R,-24.29,-67.06,179.9,C201806211608A,24,-2.890,-0.100,2.990,0.062,-2.590,-0.141,0.030,0.039,0.046,0.027,0.033,0.037,3.921,176,24,-92,358,66,-89.0,5.7
184,2018/06/21,19:33:08.4,TONGA ISLANDS REGION    ,-22.54,-174.91,4.8,C201806211933A,24,2.490,-0.358,-2.130,0.981,2.040,-1.200,0.035,0.025,0.027,0.073,0.078,0.018,3.457,208,25,92,26,65,89.0,5.6
185,2018/06/21,21:13:32.4,VANUATU ISLANDS         ,-17.82,168.02,21.8,C201806212113A,25,2.080,0.048,-2.130,0.310,0.038,0.612,0.012,0.009,0.009,0.010,0.010,0.007,2.210,354,45,103,156,46,77.0,6.2
186,2018/06/21,23:12:59.4,HAWAII                  ,19.41,-155.29,0.6,C201806212312A,24,-1.180,0.683,0.500,0.451,0.019,0.293,0.017,0.017,0.017,0.066,0.071,0.015,1.126,47,35,-104,245,56,-80.0,5.3
187,2018/06/23,00:33:38.2,SOLOMON ISLANDS         ,-10.26,161.12,16.6,C201806230033A,24,-1.210,1.470,-0.262,0.489,-2.050,-1.130,0.028,0.023,0.023,0.044,0.062,0.022,2.742,85,35,-153,332,75,-58.0,5.6
188,2018/06/23,04:52:16.2,HAWAII                  ,19.40,-155.27,0.3,C201806230452A,24,-0.972,0.535,0.437,0.218,-0.188,0.346,0.010,0.011,0.011,0.035,0.036,0.009,0.939,36,45,-109,243,48,-72.0,5.2
189,2018/06/24,02:34:35.9,HAWAII                  ,19.41,-155.29,-1.1,C201806240234A,24,-0.790,0.460,0.330,0.353,-0.135,0.270,0.010,0.011,0.011,0.037,0.036,0.009,0.808,38,39,-117,251,55,-70.0,5.2
190,2018/06/24,18:43:42.9,CENTRAL EAST PACIFIC RIS,-9.03,-108.54,10.0,C201806241843A,24,0.582,1.610,-2.190,0.023,-0.795,7.960,0.057,0.052,0.060,0.145,0.154,0.051,8.221,277,85,0,7,90,-175.0,5.9
191,2018/06/25,02:12:24.2,HAWAII                  ,19.41,-155.28,0.9,C201806250212A,23,-7.120,3.510,3.610,1.550,-3.540,2.460,0.087,0.102,0.098,0.317,0.306,0.082,7.401,240,41,-60,22,55,-114.0,5.2
