,fecha_evento,tiempo_cmt,region,lat_cmt,lon_cmt,depth_cmt,id_evento,exp_cmt,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,Err,Ett,Epp,Ert,Erp,Etp,momento_sismico,strike_1,dip_1,rake_1,strike_2,dip_2,rake_2,Mw_cmt
192,2018/06/25,05:14:48.7,SOUTHERN GREECE         ,36.78,21.41,30.4,C201806250514A,24,-0.493,-2.120,2.610,0.124,0.564,0.113,0.034,0.032,0.035,0.058,0.061,0.028,2.422,316,80,176,47,86,10.0,5.5
193,2018/06/25,10:52:42.4,CENTRAL MID-ATLANTIC RID,3.16,-31.31,10.0,C201806251052A,24,-1.790,0.191,1.600,0.000,-0.384,-0.449,0.019,0.019,0.018,0.060,0.052,0.016,1.802,161,39,-95,347,51,-86.0,5.4
194,2018/06/26,01:48:44.2,SOUTH SANDWICH ISLANDS R,-59.54,-29.78,27.2,C201806260148A,24,-0.499,-1.550,2.050,0.498,0.768,2.500,0.043,0.039,0.042,0.101,0.102,0.036,3.185,341,79,173,73,83,11.0,5.6
195,2018/06/26,03:02:44.7,HAWAII                  ,19.41,-155.28,0.8,C201806260302A,24,-0.832,0.440,0.392,0.335,-0.267,0.272,0.012,0.013,0.012,0.051,0.044,0.01,0.843,30,45,-119,248,51,-64.0,5.2
196,2018/06/26,09:15:36.9,"GALAPAGOS ISLANDS, ECUAD",-0.68,-90.91,10.0,C201806260915A,24,1.280,-1.200,-0.079,0.714,-0.573,-0.061,0.016,0.014,0.019,0.041,0.044,0.014,1.528,252,33,58,108,63,108.0,5.4
197,2018/06/27,08:40:40.3,HAWAII                  ,19.41,-155.28,0.6,C201806270840A,24,-0.927,0.491,0.436,0.289,-0.352,0.312,0.011,0.013,0.012,0.040,0.038,0.01,0.935,246,47,-62,28,49,-117.0,5.2
198,2018/06/28,14:48:50.4,HAWAII                  ,19.41,-155.29,0.2,C201806281448A,24,-0.920,0.579,0.341,0.360,-0.271,0.352,0.011,0.013,0.012,0.038,0.039,0.01,0.965,37,44,-119,255,53,-65.0,5.3
199,2018/06/28,16:47:49.6,VANUATU ISLANDS         ,-15.14,167.46,119.5,C201806281647A,24,0.664,-0.713,0.049,-0.989,-1.930,-0.646,0.029,0.034,0.036,0.021,0.021,0.029,2.365,92,18,152,209,81,74.0,5.5
200,2018/06/29,17:50:46.3,HAWAII                  ,19.41,-155.28,0.5,C201806291750A,24,-0.845,0.466,0.379,0.262,-0.206,0.291,0.010,0.011,0.011,0.032,0.034,0.009,0.833,34,45,-114,246,50,-68.0,5.2
201,2018/06/30,03:56:52.2,"NEAR COAST OF JALISCO, M",19.07,-105.09,24.8,C201806300356A,25,0.361,-0.460,0.100,-0.204,0.325,-0.846,0.006,0.005,0.006,0.013,0.015,0.005,1.014,274,67,156,14,68,25.0,5.9
202,2018/06/30,04:48:10.8,WESTERN INDIAN-ANTARCTIC,-51.14,139.40,10.0,C201806300448A,24,-0.136,0.224,-0.088,-0.027,0.205,-1.160,0.027,0.026,0.027,0.063,0.066,0.024,1.189,266,80,-179,176,89,-10.0,5.3
203,2018/07/01,00:51:12.9,HAWAII                  ,19.41,-155.28,-1.1,C201807010051A,24,-0.895,0.463,0.431,0.520,-0.572,0.342,0.011,0.010,0.010,0.033,0.033,0.009,1.053,251,50,-52,20,53,-127.0,5.3
204,2018/07/01,20:45:42.7,SEA OF OKHOTSK          ,46.93,145.00,388.0,C201807012045A,24,-0.082,1.820,-1.730,0.306,-1.520,-2.530,0.036,0.057,0.062,0.061,0.052,0.051,3.458,73,64,-177,342,87,-26.0,5.6
205,2018/07/02,11:24:25.8,HAWAII                  ,19.39,-155.27,-1.1,C201807021124A,24,-0.853,0.493,0.360,0.192,-0.316,0.249,0.011,0.012,0.011,0.036,0.034,0.01,0.829,249,46,-65,35,49,-114.0,5.2
206,2018/07/03,03:14:56.0,SOUTH OF FIJI ISLANDS   ,-26.25,-177.25,10.0,C201807030314A,24,2.710,-0.584,-2.130,-0.170,-0.083,0.341,0.076,0.046,0.050,0.086,0.073,0.029,2.462,345,45,85,171,46,95.0,5.5
207,2018/07/03,09:59:54.5,"MINDANAO, PHILIPPINES   ",5.88,125.23,99.6,C201807030959A,24,-2.420,2.740,-0.316,1.880,-1.780,-1.170,0.069,0.072,0.099,0.046,0.059,0.075,3.833,87,28,-127,307,68,-72.0,5.7
208,2018/07/03,12:17:03.8,HAWAII                  ,19.42,-155.27,0.2,C201807031217A,24,-0.798,0.427,0.372,0.202,-0.286,0.259,0.009,0.010,0.010,0.030,0.030,0.008,0.788,245,46,-64,30,50,-114.0,5.2
209,2018/07/04,16:37:03.9,VANUATU ISLANDS         ,-14.90,167.42,118.5,C201807041637A,24,0.542,1.800,-2.340,-1.410,0.357,0.852,0.026,0.030,0.030,0.020,0.022,0.029,2.708,210,59,165,307,78,32.0,5.6
210,2018/07/04,20:19:10.5,HAWAII                  ,19.40,-155.27,0.4,C201807042019A,24,-0.998,0.529,0.469,0.374,-0.447,0.375,0.012,0.013,0.013,0.040,0.041,0.011,1.061,248,48,-58,25,50,-120.0,5.3
211,2018/07/05,23:20:04.7,HAWAII                  ,19.41,-155.28,0.5,C201807052320A,24,-0.885,0.494,0.391,0.291,-0.345,0.335,0.011,0.013,0.011,0.038,0.036,0.01,0.921,249,49,-61,29,49,-119.0,5.2
212,2018/07/06,01:40:08.4,NEAR EAST COAST OF KAMCH,51.61,157.85,79.8,C201807060140A,25,1.370,-1.480,0.107,-1.130,-0.863,-0.640,0.012,0.010,0.011,0.012,0.011,0.009,2.104,87,26,118,237,67,77.0,6.1
213,2018/07/06,23:35:43.2,WESTERN INDIAN-ANTARCTIC,-49.66,125.71,10.0,C201807062335A,24,-0.297,1.310,-1.010,0.022,-0.337,2.440,0.033,0.032,0.034,0.064,0.068,0.028,2.725,283,83,-3,13,87,-173.0,5.6
214,2018/07/07,04:04:37.6,HAWAII                  ,19.40,-155.29,0.2,C201807070404A,24,-0.973,0.522,0.451,0.425,-0.160,0.390,0.012,0.012,0.012,0.035,0.035,0.01,1.016,32,41,-118,247,54,-68.0,5.3
215,2018/07/07,11:23:49.7,NEAR EAST COAST OF HONSH,35.09,140.65,39.4,C201807071123A,25,0.181,0.763,-0.945,-0.043,0.344,-0.519,0.008,0.008,0.009,0.009,0.010,0.007,1.050,241,73,-178,151,88,-17.0,5.9
216,2018/07/07,21:33:49.6,"KERMADEC ISLANDS, NEW ZE",-30.61,-178.02,34.5,C201807072133A,25,1.300,-0.003,-1.300,0.086,0.600,-0.386,0.009,0.007,0.007,0.007,0.008,0.006,1.483,199,33,96,12,57,86.0,6.0
217,2018/07/07,23:10:56.0,SOUTHEAST INDIAN RIDGE  ,-41.25,84.75,10.0,C201807072310A,24,-0.117,1.770,-1.650,0.034,0.195,-0.030,0.035,0.033,0.035,0.055,0.057,0.027,1.723,135,84,-4,226,86,-174.0,5.4
218,2018/07/08,01:08:29.1,LOYALTY ISLANDS         ,-21.31,168.41,10.0,C201807080108A,24,-1.760,0.136,1.620,0.068,0.102,-0.829,0.038,0.030,0.030,0.061,0.052,0.026,1.880,332,44,-96,160,46,-85.0,5.4
219,2018/07/08,12:54:50.5,HAWAII                  ,19.41,-155.30,-0.3,C201807081254A,24,-1.030,0.572,0.457,0.407,-0.426,0.401,0.014,0.015,0.015,0.051,0.048,0.013,1.100,28,48,-121,251,50,-60.0,5.3
220,2018/07/08,21:04:36.6,VANUATU ISLANDS         ,-19.04,169.51,259.3,C201807082104A,24,2.070,-0.765,-1.310,1.470,-1.070,-1.230,0.027,0.033,0.034,0.029,0.030,0.028,2.742,192,51,48,67,54,130.0,5.6
221,2018/07/09,19:20:46.3,HAWAII                  ,19.40,-155.29,-0.4,C201807091920A,24,-0.917,0.446,0.472,-0.036,-0.421,0.379,0.015,0.018,0.015,0.052,0.047,0.014,0.969,236,36,-69,30,57,-105.0,5.3
222,2018/07/10,10:26:22.0,SOUTHWEST INDIAN RIDGE  ,-31.59,58.35,10.0,C201807101026A,24,-2.170,2.030,0.137,-0.009,0.289,0.295,0.023,0.021,0.023,0.061,0.073,0.022,2.141,88,45,-80,254,46,-100.0,5.5
223,2018/07/10,16:05:09.8,SOUTHWEST INDIAN RIDGE  ,-31.60,58.13,10.0,C201807101605A,24,-2.250,2.170,0.078,0.021,0.303,0.224,0.024,0.022,0.026,0.061,0.072,0.023,2.242,91,45,-80,257,46,-100.0,5.5
224,2018/07/11,15:45:53.3,HAWAII                  ,19.40,-155.29,0.1,C201807111546A,24,-1.010,0.542,0.468,0.152,-0.449,0.349,0.011,0.012,0.012,0.037,0.037,0.01,1.024,243,41,-63,29,54,-112.0,5.3
225,2018/07/12,06:51:21.1,SOUTH OF FIJI ISLANDS   ,-23.35,-179.91,539.6,B201807120651A,24,0.533,-0.731,0.198,-0.788,-2.990,-1.260,0.045,0.075,0.071,0.073,0.065,0.06,3.402,95,23,167,196,85,67.0,5.6
226,2018/07/13,00:42:27.1,HAWAII                  ,19.40,-155.28,0.3,C201807130042A,24,-0.942,0.465,0.477,0.285,-0.362,0.345,0.011,0.011,0.011,0.036,0.035,0.009,0.965,243,46,-61,25,51,-117.0,5.3
227,2018/07/13,09:46:49.6,VANUATU ISLANDS         ,-18.93,169.02,169.2,C201807130946A,25,1.450,-0.480,-0.970,0.360,-5.010,0.991,0.021,0.025,0.026,0.018,0.018,0.024,5.272,299,13,36,174,83,100.0,6.4
228,2018/07/14,05:08:03.7,HAWAII                  ,19.40,-155.28,0.2,C201807140508A,24,-0.968,0.530,0.438,0.396,-0.440,0.386,0.012,0.012,0.012,0.038,0.037,0.01,1.052,26,50,-122,251,50,-58.0,5.3
229,2018/07/15,01:57:19.4,EASTERN GULF OF ADEN    ,14.07,51.74,10.0,C201807150157A,25,-0.066,1.310,-1.240,-0.126,0.124,0.856,0.012,0.013,0.014,0.022,0.023,0.012,1.546,208,84,-178,118,88,-6.0,6.1
230,2018/07/15,13:09:16.3,EASTERN GULF OF ADEN    ,13.82,51.65,10.0,C201807151309A,25,-0.103,1.070,-0.971,-0.299,0.287,0.630,0.008,0.008,0.009,0.020,0.021,0.008,1.272,210,71,-174,118,84,-19.0,6.0
231,2018/07/15,13:26:05.0,HAWAII                  ,19.41,-155.29,1.4,C201807151326A,24,-1.030,0.546,0.482,0.406,0.010,0.335,0.020,0.020,0.022,0.080,0.087,0.017,1.017,38,37,-108,240,55,-77.0,5.3
232,2018/07/16,15:18:38.7,BALLENY ISLANDS REGION  ,-61.40,154.85,10.0,C201807161518A,24,-0.484,6.050,-5.560,1.560,1.300,-4.750,0.051,0.054,0.054,0.145,0.151,0.049,7.780,154,75,-5,245,85,-165.0,5.9
233,2018/07/16,21:42:35.6,HAWAII                  ,19.40,-155.28,0.3,C201807162142A,24,-0.922,0.521,0.401,0.188,-0.416,0.378,0.010,0.011,0.011,0.036,0.036,0.009,0.974,247,44,-60,29,53,-116.0,5.3
234,2018/07/17,07:02:55.3,SANTA CRUZ ISLANDS      ,-11.69,166.33,59.8,C201807170702A,25,1.070,0.005,-1.080,-0.043,0.191,0.190,0.008,0.006,0.006,0.006,0.006,0.005,1.109,171,40,91,350,50,89.0,6.0
235,2018/07/18,11:28:03.6,HAWAII                  ,19.39,-155.27,-1.1,C201807181128A,24,-1.060,0.518,0.546,0.464,-0.529,0.434,0.013,0.013,0.014,0.042,0.043,0.011,1.180,246,48,-55,20,52,-122.0,5.3
236,2018/07/18,19:06:03.5,ALASKA PENINSULA        ,54.40,-160.72,28.0,C201807181906A,24,2.390,-2.280,-0.114,1.910,1.020,-1.350,0.037,0.031,0.033,0.043,0.040,0.024,3.429,247,25,94,63,65,88.0,5.6
237,2018/07/19,13:31:53.7,"OAXACA, MEXICO          ",17.81,-97.78,55.4,C201807191331A,25,-0.741,0.580,0.161,-0.195,-0.097,-0.429,0.007,0.005,0.006,0.005,0.005,0.005,0.827,317,43,-68,108,51,-109.0,5.9
238,2018/07/19,14:16:26.7,ALASKA PENINSULA        ,54.48,-160.90,17.1,C201807191416A,24,5.410,-4.860,-0.552,5.340,2.810,-2.690,0.073,0.058,0.056,0.095,0.080,0.041,8.357,246,22,93,63,68,89.0,5.9
239,2018/07/19,18:30:33.0,"NEW BRITAIN REGION, P.N.",-6.15,148.69,31.2,C201807191830A,25,0.999,-1.040,0.037,0.265,0.436,-0.518,0.009,0.007,0.007,0.009,0.010,0.006,1.246,267,38,119,51,58,69.0,6.0
240,2018/07/20,02:33:01.7,HAWAII                  ,19.41,-155.28,0.9,C201807200233A,24,-1.030,0.576,0.451,0.287,-0.421,0.405,0.011,0.012,0.012,0.037,0.037,0.01,1.075,248,47,-61,29,50,-117.0,5.3
241,2018/07/20,10:24:57.1,SANTIAGO DEL ESTERO PROV,-28.07,-63.25,587.8,C201807201024A,24,-2.630,2.440,0.183,-0.651,2.140,0.064,0.049,0.069,0.090,0.072,0.080,0.073,3.196,249,42,-132,119,60,-59.0,5.6
242,2018/07/20,23:56:01.0,MARIANA ISLANDS         ,18.47,146.00,125.8,C201807202356A,24,-1.110,0.513,0.600,-0.137,3.950,1.630,0.039,0.040,0.046,0.030,0.031,0.04,4.370,77,23,-18,184,83,-112.0,5.7
243,2018/07/21,19:43:28.4,HAWAII                  ,19.40,-155.29,-1.1,C201807211943A,24,-1.130,0.602,0.531,0.408,-0.192,0.397,0.013,0.014,0.014,0.045,0.046,0.011,1.123,33,42,-114,244,52,-70.0,5.3
244,2018/07/21,20:56:20.0,SOUTHEAST INDIAN RIDGE  ,-48.22,99.73,10.0,C201807212056A,24,-0.330,6.870,-6.540,0.099,0.430,2.480,0.050,0.050,0.052,0.136,0.131,0.049,7.163,125,87,-2,215,88,-177.0,5.8
245,2018/07/22,05:07:03.2,SOUTHERN IRAN           ,27.70,54.90,10.0,C201807220507A,24,1.170,-1.000,-0.174,0.404,-0.087,0.542,0.015,0.014,0.016,0.041,0.046,0.013,1.288,302,36,98,111,54,84.0,5.3
246,2018/07/22,10:07:26.5,WESTERN IRAN            ,34.65,46.18,5.7,C201807221007A,24,-0.529,-4.280,4.810,1.670,-0.055,4.500,0.069,0.069,0.073,0.189,0.170,0.066,6.625,338,76,-173,246,83,-14.0,5.8
247,2018/07/22,20:39:17.5,NORTHERN AND CENTRAL IRA,30.42,57.43,10.0,C201807222039A,24,0.225,-2.480,2.250,-0.760,-0.324,0.935,0.029,0.031,0.032,0.102,0.100,0.027,2.670,146,72,-179,56,89,-18.0,5.6
248,2018/07/22,21:21:57.3,VANUATU ISLANDS         ,-18.93,168.91,99.8,C201807222121A,24,-2.310,1.350,0.954,-1.140,0.737,-0.658,0.026,0.035,0.035,0.025,0.025,0.03,2.479,308,28,-87,125,62,-91.0,5.5
249,2018/07/23,06:53:38.8,HAWAII                  ,19.41,-155.29,0.6,C201807230653A,24,-0.968,0.503,0.465,0.398,-0.271,0.353,0.012,0.013,0.013,0.042,0.040,0.011,0.996,29,45,-119,247,52,-64.0,5.3
250,2018/07/23,10:36:00.3,CENTRAL MID-ATLANTIC RID,-0.35,-19.23,10.0,C201807231036A,25,-0.152,0.422,-0.270,0.054,0.087,-1.020,0.007,0.008,0.008,0.021,0.021,0.006,1.083,261,85,-175,170,85,-5.0,6.0
251,2018/07/24,14:44:52.6,OFF COAST OF NORTHERN CA,41.80,-126.86,10.0,C201807241444A,24,-2.910,-0.053,2.970,0.120,0.077,-0.075,0.028,0.028,0.025,0.095,0.085,0.023,2.944,356,44,-93,181,46,-87.0,5.6
252,2018/07/24,16:41:10.2,HAWAII                  ,19.41,-155.28,0.5,C201807241641A,24,-1.080,0.577,0.500,0.351,-0.518,0.425,0.013,0.014,0.014,0.043,0.042,0.011,1.158,248,46,-58,25,52,-119.0,5.3
253,2018/07/25,04:20:31.0,SOUTHEAST OF RYUKYU ISLA,25.44,130.52,10.0,C201807250420A,24,-0.006,0.731,-0.725,0.197,0.129,0.994,0.016,0.014,0.017,0.036,0.040,0.013,1.254,109,82,6,18,84,172.0,5.3
254,2018/07/25,19:45:04.6,SOUTH SANDWICH ISLANDS R,-56.06,-27.65,120.8,C201807251945A,24,2.800,-3.930,1.130,-0.253,-1.890,2.910,0.042,0.052,0.056,0.040,0.037,0.048,4.887,260,55,35,148,62,139.0,5.7
255,2018/07/25,23:42:49.3,EASTER ISLAND REGION    ,-29.31,-112.03,10.0,C201807252342A,24,-0.686,-0.765,1.450,-0.181,0.422,-2.030,0.040,0.033,0.040,0.075,0.087,0.035,2.344,284,83,177,14,87,7.0,5.5
256,2018/07/26,22:09:11.3,HAWAII                  ,19.40,-155.27,0.2,C201807262209B,24,-1.110,0.612,0.493,0.148,-0.482,0.404,0.012,0.013,0.013,0.040,0.038,0.011,1.131,244,42,-63,30,54,-112.0,5.3
257,2018/07/28,09:28:20.1,"KERMADEC ISLANDS, NEW ZE",-29.98,-177.44,34.7,C201807280928A,24,3.190,0.075,-3.260,0.587,2.710,-1.070,0.038,0.029,0.030,0.047,0.050,0.023,4.374,200,25,96,14,65,87.0,5.7
258,2018/07/28,12:37:25.4,HAWAII                  ,19.40,-155.27,0.3,C201807281237A,24,-1.010,0.547,0.460,0.345,-0.396,0.388,0.012,0.012,0.012,0.036,0.035,0.01,1.056,248,49,-61,28,49,-119.0,5.3
259,2018/07/28,17:07:23.4,FLORES SEA              ,-7.16,122.75,578.5,C201807281707A,25,-1.180,1.380,-0.201,0.403,0.011,0.022,0.009,0.014,0.016,0.013,0.014,0.014,1.342,89,36,-90,269,54,-90.0,6.0
260,2018/07/28,22:47:37.5,"SUMBAWA REGION, INDONESI",-8.27,116.49,6.4,C201807282247A,25,3.940,-4.340,0.407,-4.600,-0.132,-0.253,0.017,0.015,0.018,0.047,0.052,0.015,6.195,86,21,88,268,69,91.0,6.5
261,2018/07/29,22:10:25.6,HAWAII                  ,19.41,-155.28,0.9,C201807292210A,24,-0.941,0.502,0.439,0.219,-0.416,0.349,0.010,0.011,0.011,0.034,0.034,0.009,0.973,245,44,-61,27,53,-115.0,5.3
262,2018/07/31,08:42:20.4,NEAR EAST COAST OF HONSH,37.17,141.16,10.2,C201807310842A,24,-1.860,1.290,0.564,-0.201,0.068,0.959,0.019,0.017,0.021,0.046,0.054,0.016,1.919,230,43,-98,61,47,-83.0,5.5
263,2018/07/31,17:59:46.0,HAWAII                  ,19.41,-155.29,0.8,C201807311759A,24,-0.978,0.522,0.456,0.309,-0.307,0.385,0.012,0.012,0.012,0.037,0.039,0.01,1.004,29,47,-117,246,49,-64.0,5.3
264,2018/08/02,13:01:21.5,SOUTH OF KERMADEC ISLAND,-34.87,-178.59,8.7,C201808021301A,24,0.795,-0.570,-0.225,0.087,-0.760,-0.994,0.021,0.021,0.020,0.016,0.016,0.018,1.438,83,47,147,198,66,48.0,5.4
265,2018/08/02,21:55:12.0,HAWAII                  ,19.41,-155.28,0.8,C201808022155A,24,-1.000,0.542,0.463,0.305,-0.392,0.398,0.011,0.012,0.012,0.036,0.037,0.01,1.047,247,47,-61,28,50,-118.0,5.3
266,2018/08/03,18:50:54.0,CENTRAL MID-ATLANTIC RID,-0.92,-21.98,10.0,C201808031850A,24,-0.663,2.570,-1.910,0.397,0.912,-7.220,0.056,0.051,0.056,0.090,0.098,0.054,7.633,262,83,-175,171,85,-7.0,5.9
267,2018/08/05,08:56:22.4,"SOUTHERN SUMATRA, INDONE",-2.44,99.34,10.0,C201808050856A,23,5.020,-3.950,-1.070,4.240,-3.050,3.250,0.183,0.134,0.156,0.189,0.214,0.099,7.616,300,23,85,125,67,92.0,5.2
268,2018/08/05,11:46:37.8,"SUMBAWA REGION, INDONESI",-8.29,116.45,31.0,C201808051146A,26,2.000,-2.130,0.125,-2.420,-0.134,-0.023,0.008,0.006,0.006,0.036,0.025,0.005,3.184,92,20,94,267,70,89.0,6.9
269,2018/08/07,13:57:09.9,GREENLAND SEA           ,74.65,8.45,10.0,C201808071357A,24,-4.690,0.532,4.150,-0.899,-0.911,2.170,0.041,0.049,0.036,0.122,0.102,0.035,5.094,199,38,-99,30,52,-83.0,5.7
270,2018/08/07,15:12:56.8,OFF EAST COAST OF HONSHU,37.88,144.07,10.0,C201808071512A,24,-2.710,-0.306,3.010,-1.300,-0.201,1.610,0.052,0.038,0.041,0.068,0.062,0.03,3.526,178,45,-127,45,56,-59.0,5.6
271,2018/08/09,05:25:31.9,"SUMBAWA REGION, INDONESI",-8.39,116.21,10.0,C201808090525A,25,0.665,-0.722,0.057,-0.551,-0.081,-0.088,0.008,0.006,0.006,0.018,0.016,0.005,0.893,85,26,93,262,64,89.0,5.9
272,2018/08/09,16:53:39.5,SOUTH ATLANTIC OCEAN    ,-33.39,2.50,10.0,C201808091653A,24,2.230,-2.760,0.533,0.124,1.190,-1.240,0.032,0.027,0.031,0.084,0.102,0.026,3.053,278,47,132,46,57,55.0,5.6
273,2018/08/09,19:21:53.6,NEAR COAST OF GUATEMALA ,13.57,-91.18,28.6,C201808091921A,24,3.070,-2.500,-0.571,2.090,-1.130,1.510,0.041,0.031,0.037,0.048,0.054,0.025,3.984,299,27,90,119,63,90.0,5.7
274,2018/08/10,18:09:25.0,BALLENY ISLANDS REGION  ,-62.62,165.76,10.0,C201808101809A,24,-0.127,1.940,-1.810,-0.852,0.461,-0.378,0.044,0.031,0.041,0.093,0.108,0.035,2.122,229,66,175,321,85,24.0,5.5
275,2018/08/10,18:12:05.4,KURIL ISLANDS           ,48.47,154.77,15.8,C201808101812A,25,-1.300,0.294,1.000,-0.804,-1.170,0.681,0.010,0.007,0.008,0.014,0.017,0.006,1.964,208,22,-95,34,68,-88.0,6.1
276,2018/08/11,12:15:36.8,WEST OF MACQUARIE ISLAND,-55.12,146.53,10.0,C201808111215A,24,-0.360,1.680,-1.320,0.855,0.111,-4.020,0.035,0.038,0.036,0.107,0.089,0.038,4.377,170,79,-1,260,89,-169.0,5.7
277,2018/08/12,14:58:54.7,NORTHERN ALASKA         ,69.62,-145.25,9.9,C201808121458A,25,-0.977,-1.990,2.970,-0.443,-1.850,-5.030,0.019,0.022,0.021,0.057,0.057,0.018,5.941,104,70,-175,12,86,-20.0,6.4
278,2018/08/12,19:41:34.6,SOUTHEAST OF EASTER ISLA,-35.69,-102.37,10.0,C201808121941A,24,-0.331,-0.550,0.881,0.468,-0.272,-3.060,0.039,0.036,0.040,0.087,0.095,0.036,3.184,187,81,2,96,88,171.0,5.6
279,2018/08/12,21:15:02.7,NORTHERN ALASKA         ,69.61,-144.39,10.0,C201808122115A,25,-0.173,-0.744,0.917,-0.045,-0.175,-1.100,0.008,0.009,0.008,0.020,0.020,0.008,1.390,109,82,-179,18,89,-8.0,6.0
280,2018/08/14,03:29:53.4,SOUTH SANDWICH ISLANDS R,-58.11,-25.26,35.0,C201808140329A,25,1.070,-1.380,0.311,0.930,-0.746,-0.402,0.009,0.008,0.008,0.016,0.015,0.007,1.773,229,37,38,108,68,121.0,6.1
281,2018/08/15,21:56:54.8,"ANDREANOF ISLANDS, ALEUT",51.44,-178.05,20.0,C201808152156A,26,0.632,-0.600,-0.032,0.428,0.416,-0.245,0.003,0.002,0.002,0.004,0.004,0.002,0.892,265,27,119,54,67,76.0,6.6
282,2018/08/16,18:22:53.3,"VOLCANO ISLANDS, JAPAN R",23.44,143.31,20.0,C201808161822A,25,2.380,-0.069,-2.320,0.117,2.920,1.370,0.019,0.013,0.016,0.035,0.055,0.011,3.990,132,27,50,355,70,108.0,6.3
283,2018/08/17,15:35:02.1,FLORES SEA              ,-7.41,119.82,538.7,C201808171535A,25,1.780,-0.905,-0.873,4.260,5.830,-1.810,0.027,0.038,0.043,0.037,0.038,0.038,7.567,243,9,117,36,82,86.0,6.5
284,2018/08/17,22:06:55.7,"VOLCANO ISLANDS, JAPAN R",23.51,143.35,8.3,C201808172206A,24,2.570,-0.803,-1.760,-1.330,2.880,1.760,0.080,0.058,0.075,0.154,0.226,0.049,4.265,129,22,68,333,69,99.0,5.7
285,2018/08/17,23:22:25.3,COSTA RICA              ,8.79,-83.14,15.9,C201808172322A,25,1.720,-1.410,-0.313,0.539,-0.125,0.793,0.014,0.010,0.012,0.019,0.022,0.008,1.858,302,37,98,113,54,84.0,6.1
286,2018/08/18,19:39:07.4,PANAMA-COLOMBIA BORDER R,8.83,-77.29,10.0,C201808181939A,24,2.340,-2.080,-0.260,-2.100,-0.089,1.380,0.043,0.031,0.038,0.063,0.065,0.025,3.353,139,31,126,279,65,71.0,5.6
287,2018/08/19,00:19:38.0,FIJI ISLANDS REGION     ,-18.18,-178.11,563.4,C201808190019A,28,-1.530,-0.076,1.600,-0.401,-1.970,0.713,0.006,0.006,0.007,0.004,0.006,0.006,2.633,210,21,-74,13,70,-96.0,8.2
288,2018/08/19,14:56:28.1,"SUMBAWA REGION, INDONESI",-8.32,116.63,25.6,C201808191456A,26,2.110,-2.490,0.381,-2.620,-0.196,0.021,0.013,0.011,0.012,0.038,0.031,0.009,3.493,96,21,98,267,69,87.0,7.0
